key,code,brand,model,type,seats,doors,accelleration,image,tag
38802,38802,Perodua,Bezza,Sedan,5,4,https://www.auto-data.net//images/f120/Perodua-Bezza-facelift-2020_1.jpg,2219
37153,37153,Bordrin,iV6,"SUV, Crossover",5,5,8 sec,https://www.auto-data.net//images/f0/Bordrin-iV6.jpg,2223
30668,30668,Genesis,G90/EQ900,Sedan,4-5,4,5.7 sec,https://www.auto-data.net//images/f0/genesis-g90-eq900.jpg,2224
24977,24977,Nissan,Presea,Sedan,5,4,https://www.auto-data.net//images/f112/Nissan-Presea.jpg,2226
24241,24241,Peugeot,3008,SUV,5,5,11.6-12.7 sec,https://www.auto-data.net//images/f65/Peugeot-3008-II-Phase-I-2016_1.jpg,2227
14516,14516,Chevrolet,Vectra,Sedan,5,4,10.6 sec,https://www.auto-data.net//images/f4/big7234.jpg,2228
4471,4471,Audi,Coupe,Coupe,5,2,8.4 sec,https://www.auto-data.net//images/f67/Audi-Coupe-B3-89_1.jpg,2229
6040,6040,Audi,S3,Hatchback,5,5,6 sec,https://www.auto-data.net//images/f100/Audi-S3-Sportback-8PA_1.jpg,2230
39662,39662,DeSoto,Firedome,Coupe,6,2,https://www.auto-data.net//images/f94/DeSoto-Club-Coupe-facelift-1954_1.jpg,2231
17612,17612,Volvo,XC90,SUV,5,5,9.5 sec,https://www.auto-data.net//images/f67/Volvo-XC90_1.jpg,2234
37843,37843,Honda,Amaze,Sedan,5,4,https://www.auto-data.net//images/f88/Honda-Amaze-I_1.jpg,2237
983,983,Talbot,Horizon,Hatchback,https://www.auto-data.net//images/f111/Talbot-Horizon_1.jpg,2238
24676,24676,Fiat,Fiorino,Minivan,2-5,5,https://www.auto-data.net//images/f2/file5240765.jpg,2240
14526,14526,Chevrolet,Corvette,Coupe,2,2,5.6 sec,https://www.auto-data.net//images/f110/Chevrolet-Corvette-Coupe-YY_1.jpg,2244
51139,51139,BMW,i5,Sedan,5,4,5.4 sec,https://www.auto-data.net//images/f58/BMW-i5-Sedan-G60_1.jpg,2246
30692,30692,Lincoln,Continental,Sedan,5,4,https://www.auto-data.net//images/f9/lincoln-continental-x.jpg,2249
3648,3648,Toyota,Crown Majesta,Sedan,5,4,https://www.auto-data.net//images/f24/toyota-crown-majesta-iv-s180.jpg,2252
1218,1218,Tata,Mint,Hatchback,5,5,17 sec,https://www.auto-data.net//images/f0/big620.jpg,2262
2610,2610,Tianma,Century,Pick-up,4,5,https://www.auto-data.net//images/f7/big1177.jpg,2263
16465,16465,Suzuki,Sidekick,SUV,https://www.auto-data.net//images/f44/Suzuki-Sidekick_1.jpg,2270
15609,15609,Mitsubishi,Space Wagon,Minivan,https://www.auto-data.net//images/f80/Mitsubishi-Space-Wagon-D0_W_1.jpg,2271
24202,24202,Aston Martin,AMV8,Coupe,4,2,https://www.auto-data.net//images/f28/file2122821.jpg,2274
14298,14298,ZIL,4104,Sedan,5,4,12 sec,https://www.auto-data.net//images/f78/ZIL-4104_1.jpg,2278
10132,10132,Mahindra,Commander,Off-road vehicle,8,5,https://www.auto-data.net//images/f2/big4532.jpg,2282
40084,40084,Toyota,Wildlander,SUV,5,5,https://www.auto-data.net//images/f65/Toyota-Wildlander_1.jpg,2284
34100,34100,Nissan,Sylphy,Sedan,5,4,https://www.auto-data.net//images/f100/Nissan-Sylphy-EV.jpg,2292
7007,7007,Fiat,Tempra,Sedan,5,13.6 sec,https://www.auto-data.net//images/f116/Fiat-Tempra-159.jpg,2294
3626,3626,Toyota,Cresta,Sedan,5,4,https://www.auto-data.net//images/f47/Toyota-Cresta-GX90.jpg,2296
5818,5818,TVR,2500,Coupe,https://www.auto-data.net//images/f88/TVR-2500.jpg,2298
49049,49049,VinFast,VF 5,Hatchback,5,5,https://www.auto-data.net//images/f68/VinFast-VF5_1.jpg,2300
51617,51617,M-Hero,917,"Off-road vehicle, SUV",5,5,4.2 sec,https://www.auto-data.net//images/f48/M-Hero-917_1.jpg,2302
41840,41840,Toyota,Mirai,Sedan,5,4,9.2 sec,https://www.auto-data.net//images/f128/Toyota-Mirai-II_1.jpg,2309
24923,24923,Fiat,Talento,Minivan,6-9,5,https://www.auto-data.net//images/f14/file556593.jpg,2310
41926,41926,Aston Martin,Virage,Cabriolet,4,2,4.6 sec,https://www.auto-data.net//images/f37/Aston-Martin-Virage-II-Volante_1.jpg,2312
33009,33009,Lada,Vesta,Crossover,5,5,11.2 sec,https://www.auto-data.net//images/f83/Lada-Vesta-SW-Cross_1.jpg,2316
31397,31397,Ford,EcoSport,SUV,5,5,14 sec,https://www.auto-data.net//images/f12/ford-ecosport-ii-facelift-2017.jpg,2325
3645,3645,Toyota,Aygo,Hatchback,4,5,16.8 sec,https://www.auto-data.net//images/f41/Toyota-Aygo_1.jpg,2331
5981,5981,Pontiac,G6,Cabriolet,5,2,https://www.auto-data.net//images/f9/big2909.jpg,2332
29527,29527,Infiniti,QX80,SUV,7-8,5,7.5 sec,https://www.auto-data.net//images/f109/Infiniti-QX80_1.jpg,2334
23902,23902,Suzuki,Verona,Sedan,5,4,9.8 sec,https://www.auto-data.net//images/f128/Suzuki-Verona_1.jpg,2336
52672,52672,Seat,Altea,MPV,5,5,14.7 sec,https://www.auto-data.net//images/f11/file9302522.jpg,2338
29533,29533,Mazda,CX-4,SUV,5,5,https://www.auto-data.net//images/f4/mazda-cx-4.jpg,2347
43862,43862,Bizzarrini,5300 GT Strada,Coupe,2,2,https://www.auto-data.net//images/f84/Bizzarrini-5300-GT-Strada_1.jpg,2348
21687,21687,Suzuki,Vitara,SUV,5,5,11.5 sec,https://www.auto-data.net//images/f17/file4087833.jpg,2354
29972,29972,Renault,Modus,Hatchback,5,5,15.3 sec,https://www.auto-data.net//images/f109/Renault-Modus-Phase-II_1.jpg,2357
10149,10149,Brilliance,A1,Hatchback,5,5,https://www.auto-data.net//images/f5/big4535.jpg,2363
37651,37651,Mercedes-Benz,GLC,SUV,5,5,4.9 sec,https://www.auto-data.net//images/f103/Mercedes-Benz-GLC-SUV-X253-facelift-2019_1.jpg,2375
43105,43105,Toyota,86,Coupe,4,2,https://www.auto-data.net//images/f50/Toyota-86-II_1.jpg,2377
33001,33001,Maserati,Levante,SUV,5,5,3.9 sec,https://www.auto-data.net//images/f126/Maserati-Levante_1.jpg,2387
11081,11081,Mazda,121,Hatchback,5,3/5,15.9 sec,https://www.auto-data.net//images/f119/Mazda-121-III-JASM-JBSM_1.jpg,2402
7256,7256,Fiat,Cinquecento,Hatchback,https://www.auto-data.net//images/f47/Fiat-Cinquecento_1.jpg,2404
47548,47548,GMC,Sierra 2500HD,Pick-up,5,4,https://www.auto-data.net//images/f119/GMC-Sierra-2500HD-IV-Double-Cab-Standard-Box_1.jpg,2406
37365,37365,Porsche,718,Coupe,2,2,4.7-4.9 sec,https://www.auto-data.net//images/f9/file7374698.jpg,2411
29156,29156,Honda,Stream,Minivan,7,5,11.2 sec,https://www.auto-data.net//images/f46/Honda-Stream_1.jpg,2414
47747,47747,Mercedes-Benz,EQA,SUV,5,5,8.6 sec,https://www.auto-data.net//images/f112/Mercedes-Benz-EQA_1.jpg,2416
39015,39015,Toyota,Yaris,Hatchback,5,5,https://www.auto-data.net//images/f36/Toyota-Yaris-Asia-XP150-facelift_1.jpg,2417
431,431,Nissan,Presage,Minivan,8,5,https://www.auto-data.net//images/f93/Nissan-Presage_1.jpg,2420
51179,51179,Porsche,Taycan,Sedan,4-5,4,3.7 sec,https://www.auto-data.net//images/f101/Porsche-Taycan-Y1A-facelift-2024_1.jpg,2423
52200,52200,Audi,A1,Crossover,5,5,10.3 sec,https://www.auto-data.net//images/f97/Audi-A1-allstreet-GB_1.jpg,2425
1079,1079,Acura,CSX,Sedan,5,4,https://www.auto-data.net//images/f51/Acura-CSX-facelift-2009_1.jpg,2438
34473,34473,Kia,Pro Cee'd,Station wagon,5,5,https://www.auto-data.net//images/f106/Kia-Pro-Ceed-III_1.jpg,2442
16373,16373,Daewoo,Matiz,Hatchback,5,5,17 sec,https://www.auto-data.net//images/f120/Daewoo-Matiz-I_1.jpg,2443
9590,9590,BMW,02,Sedan,4,2,9.4 sec,https://www.auto-data.net//images/f120/BMW-02-E10_1.jpg,2449
37880,37880,Haval,F7,Fastback,5,5,https://www.auto-data.net//images/f33/Haval-F7x_1.jpg,2450
19234,19234,Skoda,Roomster,MPV,5,5,10.9 sec,https://www.auto-data.net//images/f78/Skoda-Roomster-facelift-2010_1.jpg,2454
11823,11823,Holden,Calais,Sedan,5,4,https://www.auto-data.net//images/f4/big5424.jpg,2458
21665,21665,Mini,Roadster,Roadster,2,2,7.2 sec,https://www.auto-data.net//images/f26/file9509957.jpg,2470
33190,33190,Chevrolet,Trailblazer,SUV,7,5,https://www.auto-data.net//images/f47/Chevrolet-Trailblazer-II-facelift-2016_1.jpg,2482
14834,14834,Chrysler,Voyager,Minivan,7,4,12.5 sec,https://www.auto-data.net//images/f129/Chrysler-Voyager-II-GS.jpg,2488
16612,16612,UAZ,Hunter,Off-road vehicle,7,5,https://www.auto-data.net//images/f88/UAZ-Hunter-315195_1.jpg,2503
5780,5780,Eagle,Vision,Sedan,5,4,https://www.auto-data.net//images/f101/Eagle-Vision_1.jpg,2507
14731,14731,Chrysler,Town & Country,Minivan,7,5,10 sec,https://www.auto-data.net//images/f126/Chrysler-Town-Country-V.jpg,2510
957,957,Talbot,Avenger,Sedan,https://www.auto-data.net//images/f40/Talbot-Avenger_1.jpg,2516
23049,23049,Seat,Ateca,SUV,5,5,10.5 sec,https://www.auto-data.net//images/f5/file6344824.jpg,2517
33396,33396,BMW,8 Series,Coupe,4,2,3.7 sec,https://www.auto-data.net//images/f11/bmw-8er-g15.jpg,2519
41027,41027,Mercedes-Benz,SLK,Roadster,2,2,7.9 sec,https://www.auto-data.net//images/f104/Mercedes-Benz-SLK-R171_1.jpg,2527
38961,38961,Maserati,Ghibli,Sedan,5,4,4.9 sec,https://www.auto-data.net//images/f80/Maserati-Ghibli-III-M157-facelift-2017_1.jpg,2528
23556,23556,Fiat,Tipo,Hatchback,5,5,9.6 sec,https://www.auto-data.net//images/f8/file132794.jpg,2531
2676,2676,Kia,Opirus,Sedan,5,4,9.2 sec,https://www.auto-data.net//images/f84/Kia-Opirus_1.jpg,2555
13318,13318,Mercury,Marauder,Cabriolet,4,2,6.8 sec,https://www.auto-data.net//images/f2/big6322.jpg,2557
16460,16460,Suzuki,Jimny,"Off-road vehicle, Cabriolet",4,3,https://www.auto-data.net//images/f45/Suzuki-Jimny-Cabrio-FJ.jpg,2570
33778,33778,Proton,Iriz,Hatchback,5,5,13.1 sec,https://www.auto-data.net//images/f13/Proton-Iriz.jpg,2579
12204,12204,Honda,Prelude,Coupe,https://www.auto-data.net//images/f80/Honda-Prelude-III-BA.jpg,2588
45682,45682,BYD,e3,Sedan,5,4,10.3 sec,https://www.auto-data.net//images/f33/BYD-e3_1.jpg,2591
42605,42605,MG,ZR,Hatchback,5,3/5,7.8 sec,https://www.auto-data.net//images/f100/MG-ZR-facelift-2004_1.jpg,2593
18563,18563,Hyundai,ix35,SUV,5,5,12.1 sec,https://www.auto-data.net//images/f54/Hyundai-ix35-Facelift-2013_1.jpg,2596
13268,13268,Lada,2109,Hatchback,5,5,13 sec,https://www.auto-data.net//images/f4/big6254.jpg,2597
18351,18351,Ferrari,California,Coupe - Cabriolet,4,2,3.8 sec,https://www.auto-data.net//images/f72/Ferrari-California_1.jpg,2610
2901,2901,Dodge,Neon,Coupe,5,2,https://www.auto-data.net//images/f86/Dodge-Neon-Coupe_1.jpg,2623
38418,38418,Renault,Symbol,Sedan,5,4,14.5 sec,https://www.auto-data.net//images/f59/Renault-Symbol-III_1.jpg,2624
7969,7969,Ford,Granada,Station wagon,https://www.auto-data.net//images/f102/Ford-Granada-Turnier-GNU.jpg,2632
11611,11611,Rover,2000-3500 Hatchback,Hatchback,5,5,https://www.auto-data.net//images/f42/Rover-2000-3500-Hatchback-SD1.jpg,2634
16311,16311,Daewoo,Kalos,Hatchback,5,5,13.3 sec,https://www.auto-data.net//images/f107/Daewoo-Kalos_1.jpg,2636
14000,14000,Infiniti,J30,Sedan,5,4,https://www.auto-data.net//images/f80/Infiniti-J30_1.jpg,2638
21369,21369,Lotus,Exige,Coupe,2,2,4 sec,https://www.auto-data.net//images/f15/lotus-exige-iii-s-coupe.jpg,2639
51343,51343,Opel,Zafira Life,Minivan,8-9,5,10.6 sec,https://www.auto-data.net//images/f129/Opel-Zafira-Life-S.jpg,2648
50973,50973,Lexus,LS,Sedan,4-5,4,https://www.auto-data.net//images/f123/Lexus-LS-IV-Long-facelift-2009_1.jpg,2653
10906,10906,Maserati,3200 GT,Coupe,4,2,5.1 sec,https://www.auto-data.net//images/f102/Maserati-3200-GT_1.jpg,2654
35353,35353,DR,6,SUV,5,5,10 sec,https://www.auto-data.net//images/f77/DR-Automobiles-6_1.jpg,2665
45601,45601,Volkswagen,Taigun,SUV,5,5,https://www.auto-data.net//images/f34/Volkswagen-Taigun_1.jpg,2666
3170,3170,Toyota,Soarer,Coupe,5,2,https://www.auto-data.net//images/f26/toyota-soarer.jpg,2670
448,448,Nissan,Cube,Station wagon,https://www.auto-data.net//images/f73/Nissan-Cube-II_1.jpg,2674
48946,48946,Mitsubishi,eK X,"SUV, Crossover",4,5,https://www.auto-data.net//images/f59/Mitsubishi-eK-X_1.jpg,2679
2612,2612,Alpine,1300,Coupe,https://www.auto-data.net//images/f44/Alpine-1300.jpg,2694
41581,41581,Opel,Crossland,SUV,5,5,9.9 sec,https://www.auto-data.net//images/f127/Opel-Crossland-facelift-2020_1.jpg,2695
3101,3101,Lamborghini,Urraco,Coupe,4,2,https://www.auto-data.net//images/f70/Lamborghini-Urraco_1.jpg,2700
42576,42576,Hyundai,Bayon,"SUV, Crossover",5,5,13.5 sec,https://www.auto-data.net//images/f74/Hyundai-Bayon_1.jpg,2718
15196,15196,Citroen,Dyane,"Sedan, Fastback",4,5,https://www.auto-data.net//images/f75/Citroen-Dyane_1.jpg,2720
51290,51290,Renault,5 E-Tech,Hatchback,5,5,https://www.auto-data.net//images/f46/Renault-5-E-Tech_1.jpg,2726
14484,14484,Chevrolet,Blazer,SUV,5,5,https://www.auto-data.net//images/f3/big7213.jpg,2728
29602,29602,Pontiac,Sunfire,Sedan,5,4,https://www.auto-data.net//images/f108/Pontiac-Sunfire-Sedan.jpg,2732
10140,10140,Mahindra,CJ 3,Off-road vehicle,https://www.auto-data.net//images/f49/Mahindra-CJ-3_1.jpg,2734
35278,35278,Ford,Territory,SUV,5,5,https://www.auto-data.net//images/f65/Ford-Territory-China.jpg,2736
10150,10150,Brilliance,BS6,Sedan,4,4,13.8 sec,https://www.auto-data.net//images/f55/Brilliance-BS6_1.jpg,2740
22037,22037,Fiat,500,Cabriolet,4,3,12.9 sec,https://www.auto-data.net//images/f6/file9591345.jpg,2742
32541,32541,TagAz,Aquila,Sedan,5,4,https://www.auto-data.net//images/f52/TagAz-Aquila.jpg,2754
6934,6934,Fiat,128,Coupe,5,2,14.6 sec,https://www.auto-data.net//images/f80/Fiat-128-Coupe.jpg,2760
49060,49060,Jeep,Commander,"SUV, Crossover",7,5,https://www.auto-data.net//images/f43/Jeep-Commander-2022_1.jpg,2769
46027,46027,Peugeot,408 (crossover),"Coupe, SUV, Crossover",5,5,https://www.auto-data.net//images/f56/Peugeot-408-III_1.jpg,2772
28965,28965,Mitsubishi,RVR,Minivan,4,4,https://www.auto-data.net//images/f65/Mitsubishi-RVR-E-N23W_1.jpg,2781
32690,32690,Jaguar,I-Pace,"SUV, Crossover",5,5,4.8 sec,https://www.auto-data.net//images/f108/Jaguar-I-Pace_1.jpg,2791
51774,51774,Zeekr,009,Minivan,4,5,3.9 sec,https://www.auto-data.net//images/f114/Zeekr-009_1.jpg,2798
41823,41823,SsangYong,Kyron,SUV,5,5,15.4 sec,https://www.auto-data.net//images/f11/SsangYong-Kyron-facelift-2007.jpg,2802
1577,1577,Oldsmobile,Aurora,Sedan,4,4,8.5 sec,https://www.auto-data.net//images/f3/Oldsmobile-Aurora-I.jpg,2803
19684,19684,BMW,i8,Coupe,4,2,4.4 sec,https://www.auto-data.net//images/f46/BMW-i8-Coupe-I12_1.jpg,2807
39194,39194,Peugeot,Landtrek,Pick-up,3,2,14.9 sec,https://www.auto-data.net//images/f65/Peugeot-Landtrek-Simple-Cab_1.jpg,2812
2556,2556,Opel,Frontera,SUV,5,3,15 sec,https://www.auto-data.net//images/f72/Opel-Frontera-B-Sport_1.jpg,2817
10131,10131,Mahindra,Bolero,SUV,8,5,https://www.auto-data.net//images/f115/Mahindra-Bolero-CJ7_1.jpg,2819
5708,5708,Peugeot,306,Hatchback,5,3-5,12.9 sec,https://www.auto-data.net//images/f3/big2753.jpg,2820
3773,3773,Toyota,Cynos,Cabriolet,4,2,https://www.auto-data.net//images/f52/Toyota-Cynos-EL52.jpg,2830
11455,11455,Mazda,Protege,Station wagon,5,5,https://www.auto-data.net//images/f61/Mazda-Protege-Wagon.jpg,2835
9166,9166,Volkswagen,Taro,Pick-up,https://www.auto-data.net//images/f76/Volkswagen-Taro.jpg,2843
52279,52279,Denza,D9,MPV,7,5,9.5 sec,https://www.auto-data.net//images/f92/Denza-D9_1.jpg,2846
44309,44309,Renault,Duster,SUV,5,5,10.7 sec,https://www.auto-data.net//images/f76/Renault-Duster-II_1.jpg,2853
34658,34658,Hyundai,Celesta,Sedan,5,4,https://www.auto-data.net//images/f30/Hyundai-Celesta.jpg,2860
3031,3031,KTM,X-Bow,Roadster,2,3.9 sec,https://www.auto-data.net//images/f34/KTM-X-Bow_1.jpg,2881
15851,15851,Moskvich,427,Station wagon,5,5,https://www.auto-data.net//images/f0/big8020.jpg,2894
50304,50304,Geometry,E,"SUV, Crossover",5,5,https://www.auto-data.net//images/f126/Geometry-E_1.jpg,2900
48476,48476,Honda,Ridgeline,Pick-up,5,4,https://www.auto-data.net//images/f106/Honda-Ridgeline-I-facelift-2009_1.jpg,2901
3812,3812,Toyota,Duet,Hatchback,5,5,https://www.auto-data.net//images/f76/Toyota-Duet-M10_1.jpg,2903
17645,17645,Peugeot,4008,SUV,5,5,11.6 sec,https://www.auto-data.net//images/f127/Peugeot-4008_1.jpg,2912
45115,45115,Mahindra,XUV700,SUV,7,5,https://www.auto-data.net//images/f108/Mahindra-XUV700_1.jpg,2916
2783,2783,Kia,Shuma,Hatchback,5,5,10.3 sec,https://www.auto-data.net//images/f128/Kia-Shuma-FB_1.jpg,2929
35304,35304,FAW,Besturn B70,Sedan,5,4,https://www.auto-data.net//images/f11/FAW-Besturn-B70-I.jpg,2930
37896,37896,Seat,Mii,Hatchback,5,5,12.3 sec,https://www.auto-data.net//images/f34/Seat-Mii-Electric_1.jpg,2934
21326,21326,Lexus,NX,"SUV, Crossover",5,5,7.1 sec,https://www.auto-data.net//images/f5/file9906131.jpg,2937
44198,44198,Volkswagen,Eos,Coupe - Cabriolet,4,2,6.9 sec,https://www.auto-data.net//images/f63/Volkswagen-Eos_1.jpg,2938
25192,25192,Abarth,124 Spider,Cabriolet,2,2,6.8 sec,https://www.auto-data.net//images/f9/file4451006.jpg,2942
12492,12492,Hummer,H2,"Off-road vehicle, Pick-up",4,4,https://www.auto-data.net//images/f128/Hummer-H2-SUT_1.jpg,2944
827,827,Nissan,Navara,Pick-up,4,2,11.5 sec,https://www.auto-data.net//images/f33/Nissan-Navara-III-D40_1.jpg,2947
11749,11749,Holden,Caprice,Sedan,5,4,7.7 sec,https://www.auto-data.net//images/f7/big5407.jpg,2951
666,666,Nissan,Expert,Station wagon,5,5,https://www.auto-data.net//images/f43/Nissan-Expert.jpg,2987
14353,14353,Chevrolet,Geo Storm,Hatchback,7.1 sec,https://www.auto-data.net//images/f0/big7070.jpg,2988
